119;1189.00;13.00;1439.00;big
120;1226.00;13.38;1553.00;big
120;1138.00;12.40;1649.00;big
121;1566.00;10.23;1652.00;big
121;1749.00;11.68;1819.00;big
122;1201.00;10.90;1809.00;big
122;907.00;12.95;1811.00;big
123;1249.00;12.95;1244.00;big
123;1238.00;13.70;1184.00;big
124;5002.00;11.70;1321.00;big
124;1719.00;9.70;1069.00;big
125;2180.00;10.70;737.00;big
125;2053.00;11.25;506.00;big
126;2910.00;13.95;1233.00;big
126;3123.00;9.98;1165.00;big
127;2830.00;10.45;1042.00;big
127;3091.00;10.80;1039.00;big
128;3286.00;9.70;1129.00;big
128;3316.00;10.70;989.00;big
129;3418.00;14.43;1310.00;big
129;3292.00;13.00;1301.00;big
130;3286.00;10.43;1511.00;big
130;3373.00;9.80;1492.00;big
131;3283.00;9.80;1588.00;big
131;3360.00;10.00;1589.00;big
132;3276.00;9.70;1691.00;big
132;3353.00;9.90;1688.00;big
133;3432.00;10.45;1621.00;big
133;3518.00;10.45;1602.00;big
134;3453.00;12.50;1411.00;big
134;3520.00;12.70;1358.00;big
135;3476.00;9.93;1486.00;big
135;3584.00;9.60;1503.00;big
136;3885.00;10.88;1357.00;big
136;4005.00;10.43;1419.00;big
137;3746.00;11.00;1323.00;big
137;3708.00;9.85;1456.00;big
138;3693.00;10.65;1674.00;big
138;3642.00;10.15;1575.00;big
139;3222.00;13.78;187.00;big
139;3074.00;14.13;278.00;big
140;2872.00;10.88;803.00;big
140;2649.00;11.15;831.00;big
141;4218.00;9.80;1046.00;big
141;4135.00;10.32;1062.00;big
142;4410.00;9.90;943.00;big
142;4464.00;9.82;855.00;big
143;4666.00;12.10;1351.00;big
143;4608.00;14.45;1375.00;big
144;4438.00;14.48;1254.00;big
144;4319.00;17.80;1311.00;big
145;4051.00;12.63;1302.00;big
145;4189.00;13.65;1384.00;big
146;4157.00;22.00;1162.00;big
146;4012.00;21.05;1219.00;big
147;3716.00;10.25;1836.00;big
147;4115.00;10.35;1773.00;big
148;4841.00;10.70;1579.00;big
148;4931.00;10.45;1469.00;big
149;4497.00;10.73;1635.00;big
149;4899.00;10.15;1773.00;big
150;3459.00;10.30;1800.00;big
150;3331.00;9.82;1811.00;big
151;4224.00;11.05;1594.00;big
151;4054.00;9.90;1554.00;big
152;4310.00;14.95;1457.00;big
152;4518.00;12.55;1442.00;big
153;3948.00;9.80;1029.00;big
153;4053.00;10.15;1084.00;big
154;4953.00;11.18;1236.00;big
154;4856.00;10.15;1201.00;big
155;4730.00;10.25;1381.00;big
155;4822.00;11.30;1426.00;big
156;5027.00;10.40;92.00;big
156;4725.00;10.57;174.00;big
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4710.00;9.88;512.00;big
158;4525.00;12.10;534.00;big
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2508.00;11.35;1907.00;big
161;2466.00;9.80;1899.00;big
162;3033.00;12.20;1284.00;big
162;3041.00;10.68;1345.00;big
163;1821.00;9.90;696.00;big
163;1936.00;10.10;918.00;big
164;4651.00;11.15;1112.00;big
164;4601.00;9.70;1202.00;big
165;4455.00;13.60;1098.00;big
165;4546.00;10.00;1036.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;4970.00;12.53;576.00;big
167;5093.00;10.75;526.00;big
168;3079.00;9.50;1357.00;big
168;3036.00;9.50;1383.00;big
169;3020.00;9.50;1317.00;big
169;2948.00;10.18;1342.00;big
170;1601.00;9.50;1312.00;big
170;1463.00;9.50;1295.00;big
171;815.00;9.60;1749.00;big
171;387.00;9.50;1901.00;big
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2865.00;9.50;1701.00;big
173;2901.00;9.50;1649.00;big
174;2882.00;9.50;1747.00;big
174;2955.00;9.50;1921.00;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
179;329.00;9.50;445.00;big
179;461.00;11.63;366.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;3510.00;11.90;308.00;big
181;3544.00;10.28;389.00;big
182;2600.00;10.30;1057.00;big
182;2728.00;16.85;1198.00;big
183;3108.00;10.60;823.00;big
183;3263.00;12.13;689.00;big
184;3122.00;12.82;501.00;big
184;3047.00;11.10;660.00;big
185;3334.00;13.15;549.00;big
185;3326.00;10.90;381.00;big
186;4804.00;12.10;1260.00;big
186;4784.00;13.80;1327.00;big
187;4377.00;9.90;660.00;big
187;4435.00;9.70;596.00;big
188;4359.00;11.05;781.00;big
188;4400.00;10.07;704.00;big
189;4305.00;10.63;933.00;big
189;4308.00;11.65;1025.00;big
190;3879.00;10.57;1123.00;big
190;3855.00;17.58;1223.00;big
191;3048.00;9.50;1916.00;big
191;3187.00;11.55;1983.00;big
192;3128.00;11.68;1907.00;big
192;3092.00;10.98;1863.00;big
193;4897.00;10.28;426.00;big
193;4797.00;11.40;397.00;big
194;5050.00;10.85;389.00;big
194;5117.00;10.18;196.00;big
195;4720.00;11.10;289.00;big
195;4985.00;9.70;245.00;big
196;3612.00;10.00;982.00;big
196;3481.00;11.78;1087.00;big
197;1647.00;11.53;1593.00;big
197;1740.00;10.40;1655.00;big
198;1434.00;10.10;1578.00;big
198;1405.00;11.78;1444.00;big
199;1054.00;16.02;1461.00;big
199;1012.00;15.45;1562.00;big
200;4395.00;18.98;1196.00;big
200;4302.00;22.10;1171.00;big
201;1672.00;13.60;967.00;big
201;1707.00;20.18;595.00;big
202;3216.00;9.50;1285.00;big
202;3188.00;10.25;1236.00;big
203;3609.00;9.50;1085.00;big
203;3721.00;9.50;1049.00;big
204;1060.00;9.88;1353.00;big
204;1175.00;15.60;1291.00;big
205;1400.00;9.93;1141.00;big
205;1321.00;10.07;1137.00;big
206;3111.00;9.50;1646.00;big
206;3047.00;9.50;1626.00;big
207;2976.00;9.50;1626.00;big
207;2962.00;9.50;1693.00;big
208;2788.00;9.70;1462.00;big
208;2807.00;10.00;1500.00;big
209;2684.00;14.00;1354.00;big
209;2728.00;12.10;1355.00;big
210;2758.00;11.93;1291.00;big
210;2703.00;11.15;1292.00;big
